,number,l_p_l_lo_x,l_p_l_lo_y,l_p_l_re_x,l_p_l_re_y,l_p_r_lo_x,l_p_r_lo_y,l_p_r_re_x,l_p_r_re_y,l_h_l_x,l_h_l_y,l_h_r_x,l_h_r_y,r_p_l_lo_x,r_p_l_lo_y,r_p_l_re_x,r_p_l_re_y,r_p_r_lo_x,r_p_r_lo_y,r_p_r_re_x,r_p_r_re_y,r_h_l_x,r_h_l_y,r_h_r_x,r_h_r_y,3d_p_x,3d_p_y,3d_p_z,3d_h_l_x,3d_h_l_y,3d_h_l_z,3d_h_r_x,3d_h_r_y,3d_h_r_z
0,2569,1245.34,395.81,1245.34,395.81,1265.94,393.43,1265.94,393.43,321.26,687.92,2117.17,556.37,1281.78,446.46,1281.78,446.46,1302.55,448.19,1302.55,448.19,303.2,631.73,2199.47,726.73,566.18,4210.69,3498.2,-245.46,4487.41,3396.29,1276.48,4316.39,3244.01
0,2570,1248.23,394.61,1248.23,394.61,1269.06,392.21,1269.06,392.21,321.24,687.53,2117.36,556.51,1284.93,445.95,1284.93,445.95,1304.83,447.18,1304.83,447.18,303.69,630.64,2199.2,726.0,568.31,4209.52,3496.48,-245.27,4487.18,3397.76,1275.89,4316.5,3242.78
0,2571,1251.86,393.12,1251.86,393.12,1272.22,391.21,1272.22,391.21,321.16,686.63,2116.77,555.95,1288.66,444.5,1288.66,444.5,1307.87,446.0,1307.87,446.0,304.52,628.94,2199.18,724.99,571.09,4208.28,3495.48,-244.98,4486.6,3400.28,1276.42,4316.03,3244.55
0,2572,1254.63,392.9,1254.63,392.9,1275.25,390.24,1275.25,390.24,321.13,685.58,2116.57,555.03,1292.16,443.7,1292.16,443.7,1310.74,445.46,1310.74,445.46,305.1,627.33,2199.16,723.26,573.84,4207.59,3495.55,-244.78,4485.86,3402.01,1276.57,4315.24,3245.15
0,2573,1257.01,392.1,1257.01,392.1,1278.22,388.53,1278.22,388.53,321.74,684.71,2116.73,553.85,1295.38,442.82,1295.38,442.82,1313.33,444.67,1313.33,444.67,305.23,626.78,2198.83,721.47,576.29,4206.34,3495.48,-244.56,4485.11,3400.74,1275.86,4314.22,3243.84
0,2574,1260.53,390.07,1260.53,390.07,1281.4,387.51,1281.4,387.51,322.13,684.27,2116.7,553.1,1298.69,441.99,1298.69,441.99,1318.9,441.91,1318.9,441.91,305.39,626.73,2198.95,721.04,580.33,4204.73,3497.88,-244.37,4484.73,3400.13,1276.04,4313.57,3244.23
0,2575,1264.47,388.91,1264.47,388.91,1284.52,387.28,1284.52,387.28,322.38,682.62,2116.73,552.63,1304.0,439.98,1302.11,441.79,1573.21,449.53,1574.25,458.32,305.91,625.48,2198.77,720.25,751.34,4188.51,3930.88,-244.14,4483.47,3400.96,1275.72,4313.16,3243.72
0,2576,1267.42,388.64,1267.42,388.64,1287.31,387.01,1287.31,387.01,321.49,683.5,2116.82,551.63,1296.87,442.67,1305.31,441.56,1313.83,443.37,1305.31,441.56,305.33,625.75,2198.64,719.04,573.94,4204.68,3465.87,-244.65,4484.21,3401.71,1275.4,4312.29,3243.11
0,2577,1265.48,387.21,1265.48,387.21,1275.95,391.19,1275.95,391.19,321.87,682.48,2116.51,551.03,1308.52,438.02,1304.79,439.8,1326.38,438.65,1333.5,441.95,305.86,626.18,2198.44,718.63,592.88,4203.94,3530.95,-244.34,4483.43,3402.23,1275.36,4311.78,3243.57
0,2578,1272.61,385.7,1273.3,386.37,1290.37,384.49,1293.45,384.53,321.6,682.27,2116.18,550.44,1311.6,439.65,1311.83,440.08,1328.59,440.61,1335.17,441.45,305.46,625.77,2198.12,718.34,593.34,4200.99,3501.37,-244.61,4483.25,3401.83,1275.14,4311.28,3243.77
0,2579,858.95,415.54,860.36,417.12,873.64,414.43,873.64,414.43,321.44,681.86,2116.09,550.62,1315.16,440.07,1315.16,440.07,1337.14,441.45,1337.14,441.45,305.08,625.0,2193.72,718.38,840.62,4197.09,5739.39,-244.85,4482.91,3401.18,1268.3,4311.5,3233.05
0,2580,861.66,417.12,861.66,417.12,874.0,414.0,874.0,414.0,321.08,681.72,2115.63,549.97,1318.58,440.31,1318.58,440.31,1339.49,441.64,1339.49,441.64,305.05,624.25,2193.87,717.85,846.46,4196.35,5755.94,-245.0,4482.84,3402.06,1268.95,4310.94,3234.83
0,2581,863.62,416.13,863.62,416.13,877.0,413.0,877.0,413.0,321.63,681.62,2115.97,549.69,1321.99,440.24,1321.99,440.24,1341.36,441.44,1341.36,441.44,304.91,624.38,2193.55,717.93,850.17,4194.73,5756.59,-244.87,4482.67,3400.17,1268.11,4310.7,3233.0
0,2582,866.35,415.48,866.35,415.48,879.0,412.0,879.0,412.0,321.31,682.65,2115.31,550.34,1325.25,439.94,1325.25,439.94,1343.13,441.04,1343.13,441.04,304.61,624.58,2193.14,718.29,853.7,4193.38,5757.15,-245.07,4483.48,3400.18,1268.13,4311.29,3234.01
0,2583,868.32,415.72,868.32,415.72,881.0,413.0,881.0,413.0,320.97,682.9,2115.59,550.06,1328.74,440.03,1328.74,440.03,1345.44,440.93,1345.44,440.93,304.11,624.6,2193.03,717.76,858.61,4193.93,5764.16,-245.39,4483.65,3399.68,1267.68,4311.04,3232.87
0,2584,869.63,414.95,869.63,414.95,882.0,412.0,882.0,412.0,320.56,682.58,2115.08,549.79,1332.18,440.09,1332.18,440.09,1348.28,440.98,1348.28,440.98,303.87,624.27,2192.31,717.91,864.77,4192.21,5780.2,-245.65,4483.43,3400.12,1267.02,4310.82,3232.62
0,2585,1295.66,383.26,1296.67,382.9,886.37,406.38,886.37,406.38,319.96,682.59,2114.77,548.66,1331.76,437.98,1331.76,437.98,1350.7,438.29,1350.7,438.29,304.08,624.29,2192.46,717.53,706.0,4192.06,4364.53,-245.76,4483.55,3402.31,1267.52,4309.86,3233.95
0,2586,865.73,414.15,872.78,414.15,883.26,412.83,883.26,412.83,316.91,684.41,2114.66,549.17,1339.79,438.93,1339.79,438.93,1356.15,439.88,1356.15,439.88,303.79,623.96,2192.47,717.13,880.85,4190.99,5825.53,-246.84,4485.37,3409.72,1267.66,4310.3,3234.32
0,2587,869.92,405.49,874.17,413.81,886.84,404.57,886.84,404.57,320.16,682.36,2114.27,547.64,1343.58,439.43,1343.58,439.43,1360.02,440.45,1360.02,440.45,303.56,623.55,2192.64,716.56,887.2,4184.4,5836.11,-245.93,4483.28,3400.31,1268.24,4308.98,3235.92
0,2588,871.23,412.59,875.66,413.25,886.87,411.42,886.87,411.42,320.87,681.63,2113.97,546.7,1346.44,439.39,1346.44,439.39,1363.66,440.29,1363.66,440.29,303.22,622.86,2193.19,716.08,894.48,4188.34,5856.98,-245.88,4482.57,3397.4,1269.36,4308.17,3238.22
0,2589,874.05,404.78,878.12,412.32,891.63,403.82,891.63,403.82,320.79,681.55,2113.96,546.18,1348.62,439.19,1348.62,439.19,1367.43,439.89,1367.43,439.89,303.73,622.44,2193.76,715.92,897.66,4182.1,5850.47,-245.68,4482.58,3399.07,1270.24,4307.71,3239.68
0,2590,874.7,406.84,879.36,412.01,891.91,405.82,891.91,405.82,320.87,681.21,2113.71,546.21,1350.49,438.94,1350.49,438.94,1371.14,440.38,1371.14,440.38,304.0,622.38,2193.41,715.64,903.7,4182.82,5867.49,-245.55,4482.34,3399.61,1269.94,4307.75,3239.59
0,2591,880.09,411.85,880.09,411.85,892.0,405.0,892.0,405.0,320.91,680.84,2113.38,545.95,1352.4,438.87,1352.4,438.87,1374.84,440.55,1374.84,440.55,304.49,622.16,2193.35,715.7,910.08,4181.58,5887.79,-245.34,4482.1,3400.91,1270.14,4307.53,3240.4
0,2592,881.33,411.62,881.33,411.62,893.0,405.0,893.0,405.0,317.22,682.06,2113.06,546.27,1354.52,438.78,1354.52,438.78,1378.69,440.04,1378.69,440.04,304.72,621.82,2193.32,715.69,916.2,4180.94,5903.4,-246.44,4483.61,3411.57,1270.42,4307.82,3241.34
0,2593,883.08,410.92,883.08,410.92,895.0,404.0,895.0,404.0,319.18,682.48,2112.99,545.97,1364.15,437.09,1356.47,438.3,1381.11,437.79,1382.77,439.66,304.96,621.46,2193.31,715.55,921.59,4179.32,5912.65,-245.65,4483.68,3406.88,1270.46,4307.55,3241.53
0,2594,885.0,410.12,885.0,410.12,897.0,403.0,897.0,403.0,318.78,681.69,2112.8,545.57,1369.08,438.44,1365.05,437.15,1386.04,439.25,1386.6,440.35,305.25,620.77,2193.62,715.05,934.84,4176.93,5948.85,-245.69,4483.16,3408.8,1271.13,4307.21,3242.89
0,2595,886.28,409.49,886.28,409.49,898.0,403.0,898.0,403.0,317.75,680.77,2112.41,545.48,1372.27,439.87,1372.27,439.87,1390.11,440.22,1390.11,440.22,302.95,619.82,2193.4,714.95,947.07,4175.44,5985.55,-247.09,4482.29,3405.08,1271.15,4307.15,3243.54
0,2596,888.09,408.71,888.09,408.71,899.0,402.0,899.0,402.0,314.15,678.57,2112.64,545.54,1374.97,440.14,1374.97,440.14,1393.61,439.57,1393.61,439.57,303.09,618.84,2193.29,714.93,953.32,4173.65,6000.11,-248.35,4481.09,3415.3,1270.75,4307.19,3242.55
0,2597,889.73,408.17,889.73,408.17,901.0,401.0,901.0,401.0,317.09,679.41,2112.78,546.14,1377.8,439.96,1377.8,439.96,1397.28,439.34,1397.28,439.34,303.11,617.44,2192.83,715.35,959.51,4172.05,6012.22,-247.31,4481.34,3407.31,1269.91,4307.72,3240.96
0,2598,890.55,407.64,890.55,407.64,902.0,401.0,902.0,401.0,316.94,677.98,2112.34,546.27,1382.81,434.83,1380.72,439.71,1399.73,435.42,1401.03,439.51,302.62,616.53,2193.04,715.79,967.04,4171.02,6033.61,-247.64,4480.18,3406.34,1270.68,4307.84,3242.86
0,2599,891.6,406.86,891.6,406.86,903.0,400.0,903.0,400.0,312.38,674.47,2112.24,546.49,1386.48,437.77,1383.77,439.39,1403.09,438.62,1404.43,439.37,301.65,615.38,2193.02,715.96,974.16,4169.11,6053.07,-249.77,4477.94,3416.03,1270.74,4308.03,3243.08
0,2600,893.67,405.32,893.67,405.32,905.0,399.0,905.0,399.0,312.65,672.81,2112.42,546.81,1388.44,439.12,1388.44,439.12,1408.03,439.19,1408.03,439.19,300.92,614.3,2192.58,716.7,982.45,4166.57,6071.3,-250.07,4476.51,3413.25,1269.89,4308.31,3241.44
0,2601,894.88,404.43,894.88,404.43,906.0,398.0,906.0,398.0,313.05,671.16,2112.21,547.5,1395.06,438.27,1395.06,438.27,1411.55,438.73,1411.55,438.73,301.14,613.8,2192.32,716.61,994.45,4164.11,6107.16,-249.91,4475.2,3412.82,1269.71,4308.92,3241.43
0,2602,896.21,403.55,896.21,403.55,907.0,397.0,907.0,397.0,312.23,668.44,2112.54,546.22,1397.38,438.72,1398.83,438.02,1414.35,439.5,1415.24,438.81,300.28,612.17,2193.11,716.14,1002.91,4161.97,6130.4,-250.69,4473.07,3412.63,1270.58,4307.78,3242.39
0,2603,896.95,403.06,896.95,403.06,908.0,397.0,908.0,397.0,311.92,666.74,2112.56,546.07,1400.32,437.27,1402.29,437.65,1417.47,438.13,1418.46,438.94,299.75,610.82,2193.43,715.78,1010.79,4160.91,6153.03,-251.11,4471.72,3411.96,1271.07,4307.65,3243.13
0,2604,897.69,402.85,897.69,402.85,909.0,396.0,909.0,396.0,312.08,666.22,2112.86,547.2,1405.63,437.42,1405.63,437.42,1421.87,438.63,1421.87,438.63,300.62,610.57,2192.74,716.86,1018.8,4159.29,6176.11,-250.7,4471.39,3414.02,1269.73,4308.63,3240.5
0,2605,898.94,402.07,898.94,402.07,911.0,395.0,911.0,395.0,312.26,665.78,2113.41,548.29,1408.76,437.39,1408.76,437.39,1425.01,438.53,1425.01,438.53,300.93,610.23,2192.58,717.12,1025.22,4157.43,6189.7,-250.52,4471.05,3414.41,1268.99,4309.57,3238.41
0,2606,899.57,401.92,899.57,401.92,911.0,395.0,911.0,395.0,312.26,664.82,2113.35,547.93,1412.02,437.85,1412.02,437.85,1428.31,438.86,1428.31,438.86,301.1,609.7,2192.89,717.12,1033.83,4156.51,6217.67,-250.48,4470.32,3414.9,1269.52,4309.26,3239.36
0,2607,900.79,401.65,900.79,401.65,912.0,395.0,912.0,395.0,312.73,665.08,2113.27,548.21,1415.42,437.74,1415.42,437.74,1431.65,438.51,1431.65,438.51,301.96,609.7,2193.18,716.99,1041.72,4155.62,6238.82,-249.94,4470.57,3416.06,1270.07,4309.5,3240.33
0,2608,901.78,401.28,901.78,401.28,913.0,395.0,913.0,395.0,312.94,664.86,2112.86,546.84,1415.91,437.64,1415.91,437.64,1435.1,439.14,1435.1,439.14,302.86,610.05,2193.58,716.55,1045.87,4155.0,6247.74,-249.49,4470.47,3418.07,1271.04,4308.31,3242.59
0,2609,902.68,401.65,902.68,401.65,914.0,395.0,914.0,395.0,312.99,665.37,2113.5,546.43,1417.17,438.14,1417.17,438.14,1438.35,440.31,1438.35,440.31,303.16,609.43,2194.3,715.89,1050.95,4154.86,6259.93,-249.32,4470.9,3418.77,1271.54,4307.92,3242.43
0,2610,903.52,402.03,903.52,402.03,915.0,395.0,915.0,395.0,313.8,664.87,2113.15,546.56,1419.71,438.56,1419.71,438.56,1441.27,440.57,1441.27,440.57,304.1,610.11,2194.63,715.65,1057.41,4154.6,6277.08,-248.65,4470.52,3419.27,1272.42,4308.04,3244.34
0,2611,904.18,401.84,904.18,401.84,915.0,395.0,915.0,395.0,314.42,664.82,2113.2,546.81,1425.04,439.69,1425.04,439.69,1444.25,440.38,1444.25,440.38,304.99,610.75,2194.01,716.1,1068.76,4153.39,6314.25,-248.05,4470.5,3420.13,1271.4,4308.27,3242.64
0,2612,905.14,402.1,905.14,402.1,917.0,395.0,917.0,395.0,314.54,665.96,2113.69,547.5,1431.02,439.26,1431.02,439.26,1447.42,440.5,1447.42,440.5,305.21,611.27,2194.22,716.6,1079.86,4152.64,6344.12,-247.86,4471.41,3420.45,1271.28,4308.85,3241.66
0,2613,906.11,402.5,906.11,402.5,918.0,395.0,918.0,395.0,317.34,669.07,2113.64,547.4,1434.21,439.57,1434.21,439.57,1450.64,440.69,1450.64,440.69,305.32,610.88,2194.66,716.35,1087.79,4152.26,6365.74,-246.73,4473.48,3413.05,1272.03,4308.76,3242.92
0,2614,906.82,402.31,906.82,402.31,919.0,395.0,919.0,395.0,315.42,665.76,2113.77,547.79,1437.44,439.78,1437.44,439.78,1453.86,441.0,1453.86,441.0,305.6,611.18,2194.74,716.5,1095.97,4151.39,6389.04,-247.4,4471.18,3419.14,1272.04,4309.09,3242.72
0,2615,907.25,402.27,907.25,402.27,919.0,395.0,919.0,395.0,315.02,666.29,2113.29,547.73,1440.77,439.67,1440.77,439.67,1457.29,440.81,1457.29,440.81,305.6,611.52,2194.5,716.53,1105.64,4150.46,6420.92,-247.51,4471.65,3420.25,1272.13,4309.05,3243.6
0,2616,907.84,402.13,907.84,402.13,920.0,395.0,920.0,395.0,314.99,665.39,2113.17,546.91,1444.21,440.18,1444.21,440.18,1460.94,440.93,1460.94,440.93,305.19,611.25,2194.93,715.76,1115.0,4149.51,6448.53,-247.74,4470.89,3419.14,1272.89,4308.34,3245.04
0,2617,903.76,395.1,903.76,395.1,920.95,394.26,920.95,394.26,314.69,665.04,2113.25,545.8,1447.71,440.66,1447.71,440.66,1464.32,441.19,1464.32,441.19,305.13,611.0,2195.77,715.2,1127.37,4142.01,6500.75,-247.88,4470.66,3419.82,1274.09,4307.36,3246.89
0,2618,904.45,397.92,909.34,401.6,920.63,397.03,920.63,397.03,314.2,665.24,2113.37,545.92,1451.16,440.32,1451.16,440.32,1467.72,441.2,1467.72,441.2,304.31,611.04,2196.23,715.05,1134.17,4148.96,6507.83,-248.4,4470.78,3418.81,1274.72,4307.45,3247.7
0,2619,909.75,401.17,909.75,401.17,920.0,397.0,920.0,397.0,314.07,664.16,2112.73,545.43,1454.74,439.99,1454.74,439.99,1471.18,441.61,1471.18,441.61,303.94,610.92,2195.75,715.49,1145.11,4147.55,6545.88,-248.66,4469.91,3418.1,1274.56,4307.05,3248.47
0,2620,904.71,396.54,910.73,400.96,926.99,395.34,926.99,395.34,313.83,664.17,2112.89,545.8,1458.14,440.25,1458.14,440.25,1474.61,442.32,1474.61,442.32,302.99,610.57,2195.38,715.58,1149.35,4145.91,6537.93,-249.15,4469.83,3416.03,1273.81,4307.38,3247.01
0,2621,908.59,392.25,911.74,400.81,925.83,391.5,925.83,391.5,314.19,664.79,2113.2,546.47,1461.57,440.56,1461.57,440.56,1478.11,442.42,1478.11,442.42,302.76,610.08,2194.81,715.67,1160.04,4141.65,6575.36,-249.11,4470.24,3414.39,1272.66,4307.96,3244.67
0,2622,912.2,400.51,912.2,400.51,925.0,391.0,925.0,391.0,313.71,665.12,2113.28,547.2,1464.89,441.03,1464.89,441.03,1481.42,442.52,1481.42,442.52,303.0,610.13,2194.16,716.14,1170.68,4139.95,6612.72,-249.15,4470.59,3416.38,1271.58,4308.6,3242.78
0,2623,912.83,400.44,912.83,400.44,925.0,391.0,925.0,391.0,313.16,664.54,2113.41,547.99,1468.29,441.34,1468.29,441.34,1484.79,442.53,1484.79,442.53,302.98,609.81,2193.41,716.91,1180.88,4138.92,6645.64,-249.37,4470.21,3417.83,1270.3,4309.29,3240.51
0,2624,913.57,400.54,913.57,400.54,926.0,391.0,926.0,391.0,313.22,664.62,2113.58,548.11,1471.3,441.76,1471.3,441.76,1487.94,442.89,1487.94,442.89,302.64,609.66,2193.3,717.36,1189.3,4138.26,6669.28,-249.49,4470.22,3416.69,1269.96,4309.4,3239.69
0,2625,913.92,400.81,913.92,400.81,926.0,391.0,926.0,391.0,312.91,664.36,2113.35,547.62,1474.26,442.36,1474.26,442.36,1490.88,443.73,1490.88,443.73,302.5,609.05,2193.78,716.9,1198.53,4137.59,6699.63,-249.68,4470.04,3417.12,1270.92,4308.97,3241.6
0,2626,914.02,401.18,914.02,401.18,926.0,391.0,926.0,391.0,313.01,664.25,2113.57,547.67,1477.06,443.06,1477.06,443.06,1493.82,444.25,1493.82,444.25,302.9,609.16,2193.66,716.92,1207.78,4137.01,6730.76,-249.47,4469.99,3418.02,1270.53,4309.01,3240.64
0,2627,915.03,400.92,915.03,400.92,927.0,391.0,927.0,391.0,313.1,664.11,2113.75,547.91,1480.03,443.37,1480.03,443.37,1496.78,444.2,1496.78,444.2,303.19,609.58,2193.04,717.31,1215.77,4136.09,6752.08,-249.32,4469.9,3418.62,1269.37,4309.23,3238.51
0,2628,915.0,401.12,915.0,401.12,927.0,391.0,927.0,391.0,313.05,664.31,2113.93,548.51,1483.08,443.4,1483.08,443.4,1499.73,444.47,1499.73,444.47,303.45,609.77,2193.06,717.53,1225.72,4135.29,6785.97,-249.22,4470.1,3419.48,1269.25,4309.73,3237.99
0,2629,915.15,401.41,915.15,401.41,927.0,391.0,927.0,391.0,312.56,664.04,2114.19,548.31,1486.09,443.88,1486.09,443.88,1502.67,445.28,1502.67,445.28,303.61,609.69,2193.37,717.33,1235.53,4134.59,6818.83,-249.32,4469.97,3421.28,1269.49,4309.55,3237.99
0,2630,915.22,401.92,915.22,401.92,927.0,392.0,927.0,392.0,313.2,664.17,2114.11,548.73,1489.05,444.23,1489.05,444.23,1505.39,445.79,1505.39,445.79,303.74,610.01,2192.82,717.62,1245.09,4134.95,6850.9,-249.04,4470.01,3419.92,1268.72,4309.93,3236.87
0,2631,915.59,401.52,915.59,401.52,927.0,392.0,927.0,392.0,313.31,665.36,2113.64,549.2,1492.06,444.54,1492.06,444.54,1508.22,446.02,1508.22,446.02,304.17,610.41,2192.35,718.33,1254.64,4133.71,6882.27,-248.77,4470.97,3420.82,1268.44,4310.36,3237.11
0,2632,915.6,402.14,915.6,402.14,928.0,392.0,928.0,392.0,313.17,665.74,2113.8,549.68,1495.21,445.28,1495.21,445.28,1511.47,446.63,1511.47,446.63,304.23,610.53,2192.17,718.59,1264.74,4133.29,6913.51,-248.77,4471.3,3421.37,1268.03,4310.77,3236.18
0,2633,915.95,402.48,915.95,402.48,928.0,393.0,928.0,393.0,312.31,665.95,2113.94,549.65,1497.83,446.2,1497.83,446.2,1514.14,447.17,1514.14,447.17,303.25,610.14,2192.31,718.56,1273.61,4133.61,6942.37,-249.48,4471.46,3420.9,1268.11,4310.73,3236.1
0,2634,916.37,401.82,916.37,401.82,928.0,392.0,928.0,392.0,311.85,665.13,2113.79,549.73,1500.92,446.56,1500.92,446.56,1517.33,447.51,1517.33,447.51,303.49,610.49,2192.03,718.96,1284.1,4131.19,6976.96,-249.57,4470.91,3422.87,1267.82,4310.81,3235.87
0,2635,917.0,402.34,917.0,402.34,929.0,392.0,929.0,392.0,312.61,666.12,2114.23,550.42,1504.1,446.55,1504.1,446.55,1520.29,447.76,1520.29,447.76,303.46,610.84,2191.46,719.05,1293.39,4130.81,7003.5,-249.28,4471.58,3420.7,1266.51,4311.41,3233.07
0,2636,917.17,402.81,917.17,402.81,929.0,393.0,929.0,393.0,311.95,666.56,2113.91,551.05,1507.35,446.94,1507.35,446.94,1523.45,448.34,1523.45,448.34,303.18,610.74,2191.43,719.39,1304.69,4131.01,7041.07,-249.61,4471.98,3421.68,1266.81,4311.97,3234.01
0,2637,917.27,402.17,917.27,402.17,929.0,392.0,929.0,392.0,311.78,666.06,2114.39,550.28,1510.35,447.38,1510.35,447.38,1526.52,448.6,1526.52,448.6,302.61,611.01,2191.37,719.55,1315.4,4128.56,7077.37,-249.93,4471.54,3420.53,1266.21,4311.28,3232.36
0,2638,917.81,402.36,917.81,402.36,929.0,393.0,929.0,393.0,311.75,666.93,2114.54,550.91,1510.32,447.21,1510.32,447.21,1532.55,449.36,1532.55,449.36,302.58,611.3,2191.24,719.56,1325.82,4128.62,7110.86,-249.92,4472.22,3420.53,1265.9,4311.83,3231.6
0,2639,917.98,403.22,917.98,403.22,930.0,393.0,930.0,393.0,312.11,667.48,2114.89,551.48,1511.19,448.12,1511.19,448.12,1532.92,449.49,1532.92,449.49,302.08,611.25,2191.43,719.54,1326.94,4129.32,7110.94,-249.99,4472.55,3418.09,1265.88,4312.31,3230.99
0,2640,917.83,403.09,917.83,403.09,930.0,393.0,930.0,393.0,312.06,667.27,2114.85,551.18,1519.42,448.9,1519.42,448.9,1535.91,450.09,1535.91,450.09,301.56,610.99,2191.56,720.11,1347.76,4127.22,7182.03,-250.25,4472.32,3416.74,1266.11,4312.04,3231.43
0,2641,918.4,402.81,918.4,402.81,930.0,393.0,930.0,393.0,311.77,668.68,2114.33,551.35,1522.98,448.87,1522.98,448.87,1539.03,450.24,1539.03,450.24,301.62,611.5,2191.37,720.16,1359.63,4125.86,7220.52,-250.26,4473.48,3417.7,1266.32,4312.21,3232.56
0,2642,918.41,403.27,918.41,403.27,930.0,393.0,930.0,393.0,312.7,669.61,2114.91,551.68,1526.26,449.22,1526.26,449.22,1542.39,450.47,1542.39,450.47,302.29,611.82,2191.71,720.39,1372.17,4125.09,7262.88,-249.6,4474.16,3417.04,1266.3,4312.48,3231.63
0,2643,918.96,403.72,918.96,403.72,931.0,394.0,931.0,394.0,313.01,669.96,2115.25,551.62,1529.36,449.8,1529.36,449.8,1545.56,451.04,1545.56,451.04,301.52,611.84,2191.79,720.24,1382.55,4125.46,7292.94,-249.82,4474.3,3414.01,1266.11,4312.41,3230.81
0,2644,918.86,404.42,918.86,404.42,931.0,394.0,931.0,394.0,313.52,670.93,2115.21,551.33,1532.6,450.22,1532.6,450.22,1548.74,451.47,1548.74,451.47,301.94,612.72,2191.65,720.2,1395.07,4124.91,7335.55,-249.42,4475.04,3413.79,1265.91,4312.17,3230.56
0,2645,918.2,404.66,918.2,404.66,931.0,394.0,931.0,394.0,316.9,674.09,2115.21,551.25,1535.98,450.42,1535.98,450.42,1552.09,451.55,1552.09,451.55,303.76,614.0,2192.08,720.53,1408.96,4123.8,7384.67,-247.33,4477.28,3409.73,1266.58,4312.09,3231.63
0,2646,919.3,405.05,919.3,405.05,931.0,395.0,931.0,395.0,317.43,674.47,2115.09,551.49,1539.24,450.79,1539.24,450.79,1555.22,451.77,1555.22,451.77,304.09,614.53,2192.68,720.28,1420.4,4124.04,7419.69,-246.99,4477.55,3409.23,1267.64,4312.29,3233.48
0,2647,918.92,406.0,918.92,406.0,931.0,396.0,931.0,396.0,318.18,674.88,2115.52,552.21,1542.04,451.44,1542.04,451.44,1558.27,452.51,1558.27,452.51,305.06,614.83,2192.88,719.9,1432.57,4124.69,7461.81,-246.29,4477.89,3409.93,1267.59,4312.9,3232.71
0,2648,919.43,405.25,919.43,405.25,931.0,395.0,931.0,395.0,315.95,672.79,2114.93,551.16,1545.27,451.47,1545.27,451.47,1561.42,452.66,1561.42,452.66,305.91,615.54,2192.81,719.76,1444.75,4121.95,7501.67,-246.77,4476.67,3418.5,1267.99,4312.01,3234.31
0,2649,916.22,405.12,916.22,405.12,928.97,388.69,928.97,388.69,316.82,674.04,2114.73,551.46,1548.59,451.15,1548.59,451.15,1564.44,452.47,1564.44,452.47,307.07,616.15,2192.43,719.59,1463.66,4113.98,7583.9,-245.91,4477.67,3419.43,1267.61,4312.28,3233.99
0,2650,919.79,406.26,919.79,406.26,932.0,396.0,932.0,396.0,316.8,674.49,2114.96,550.36,1551.63,451.22,1551.63,451.22,1567.73,452.37,1567.73,452.37,308.07,616.31,2193.58,718.53,1469.21,4121.61,7579.75,-245.46,4478.15,3422.34,1269.16,4311.31,3236.16
0,2651,915.26,402.67,922.09,404.39,932.64,401.62,932.64,401.62,317.02,672.81,2114.91,549.08,1554.95,451.46,1554.95,451.46,1571.11,452.7,1571.11,452.7,308.2,615.95,2194.42,717.73,1479.72,4124.26,7605.05,-245.4,4476.82,3422.14,1270.47,4310.19,3238.41
0,2652,914.13,405.4,919.62,406.28,931.58,404.19,931.58,404.19,317.12,673.15,2115.13,549.09,1558.38,451.36,1558.38,451.36,1574.37,452.84,1574.37,452.84,308.22,615.91,2194.51,717.36,1498.37,4126.68,7679.01,-245.34,4477.08,3421.91,1270.41,4310.18,3237.97
0,2653,919.85,406.11,919.85,406.11,931.0,404.0,931.0,404.0,318.01,673.99,2114.73,548.87,1561.91,451.4,1561.91,451.4,1577.65,452.77,1577.65,452.77,308.8,615.7,2194.75,717.67,1513.36,4124.98,7730.98,-244.74,4477.68,3421.12,1271.16,4310.0,3239.79
0,2654,914.93,402.01,921.37,405.36,931.01,401.09,931.01,401.09,318.28,672.95,2115.29,548.92,1565.2,451.78,1565.2,451.78,1581.17,452.83,1581.17,452.83,308.77,615.31,2194.81,717.47,1525.91,4120.41,7768.91,-244.71,4476.82,3420.3,1270.73,4310.04,3238.23
0,2655,911.9,406.27,911.9,406.27,930.7,404.95,930.7,404.95,317.99,673.38,2114.77,548.11,1568.34,452.14,1568.34,452.14,1584.49,453.18,1584.49,453.18,308.58,614.94,2195.14,716.86,1553.24,4122.22,7893.88,-244.88,4477.18,3420.56,1271.7,4309.34,3240.62
0,2656,911.0,406.0,911.0,406.0,922.07,404.63,922.07,404.63,318.47,672.8,2116.39,549.15,1571.52,452.46,1571.52,452.46,1588.48,453.27,1588.48,453.27,308.71,615.39,2198.24,717.55,1582.48,4118.71,8026.37,-244.68,4476.67,3419.63,1275.07,4310.15,3243.42
0,2657,911.0,405.0,911.0,405.0,930.0,403.0,930.0,403.0,318.39,673.08,2114.56,551.06,1575.06,452.03,1575.06,452.03,1591.26,453.32,1591.26,453.32,308.9,615.09,2197.15,717.9,1585.79,4116.1,8010.51,-244.61,4476.93,3420.38,1275.22,4311.88,3246.35
0,2658,911.0,406.0,911.0,406.0,930.0,404.0,930.0,404.0,320.57,675.76,2115.17,549.18,1569.9,447.35,1569.9,447.35,1593.68,447.08,1593.68,447.08,308.76,614.71,2196.32,717.28,1579.63,4118.62,7989.21,-243.82,4478.71,3413.97,1273.24,4310.24,3242.39
